customer_id,registration_date,customer_segment,acquisition_channel,total_orders,total_spent,last_order_date
C006935,2023-01-02,Returning,Paid Search,30.0,17621.54,2025-09-05
C006936,2025-09-18,Returning,Organic Search,0.0,0.0,
C006937,2024-10-19,VIP,Social Media,2.0,1868.77,2023-08-29
C006938,2024-03-30,VIP,Organic Search,0.0,0.0,
C006939,2023-01-02,Returning,Direct,34.0,21600.4,2025-08-01
C006940,2025-07-02,Returning,Referral,0.0,0.0,
C006941,2024-04-21,Returning,Referral,5.0,3997.1,2025-08-13
C006942,2024-05-26,New,Social Media,1.0,360.6,2024-11-21
C006943,2024-10-12,New,Referral,1.0,282.6,2022-01-10
C006944,2024-04-14,VIP,Email Marketing,5.0,5860.34,2024-08-17
C006945,2025-08-04,Returning,Social Media,1.0,184.2,2025-03-23
C006946,2024-07-08,Returning,Referral,1.0,720.29,2023-07-11
C006947,2023-10-30,Returning,Referral,2.0,3079.73,2025-02-25
C006948,2025-09-28,Returning,Social Media,0.0,0.0,
C006949,2024-05-20,New,Direct,2.0,861.6,2023-04-16
C006950,2024-08-10,VIP,Organic Search,1.0,791.36,2024-08-01
C006951,2025-09-12,New,Email Marketing,0.0,0.0,
C006952,2024-01-18,VIP,Direct,1.0,311.81,2023-12-28
C006953,2023-12-10,New,Paid Search,5.0,1846.88,2024-07-13
C006954,2023-01-02,Returning,Organic Search,23.0,20010.55,2025-09-05
C006955,2024-06-30,Returning,Referral,0.0,0.0,
C006956,2025-04-23,New,Referral,0.0,0.0,
C006957,2023-02-21,Returning,Referral,18.0,17357.17,2025-09-16
C006958,2024-02-07,New,Organic Search,4.0,2297.68,2025-04-24
C006959,2025-07-11,New,Referral,0.0,0.0,
C006960,2025-06-30,Returning,Direct,0.0,0.0,
C006961,2023-10-07,Returning,Email Marketing,5.0,2904.28,2024-10-28
C006962,2024-06-13,New,Direct,1.0,483.22,2023-04-04
C006963,2025-02-20,New,Referral,0.0,0.0,
C006964,2025-04-02,Returning,Email Marketing,1.0,858.11,2023-04-08
C006965,2024-08-28,VIP,Referral,0.0,0.0,
C006966,2024-12-01,VIP,Direct,1.0,1533.0,2023-01-16
C006967,2025-04-16,New,Organic Search,0.0,0.0,
C006968,2025-08-12,New,Paid Search,0.0,0.0,
C006969,2025-05-24,New,Organic Search,0.0,0.0,
C006970,2025-07-01,New,Referral,0.0,0.0,
C006971,2024-11-10,Returning,Referral,0.0,0.0,
C006972,2025-06-19,Returning,Direct,0.0,0.0,
C006973,2025-06-07,VIP,Referral,0.0,0.0,
C006974,2024-10-05,New,Organic Search,2.0,2606.03,2023-07-20
C006975,2023-11-21,Returning,Direct,6.0,4455.4,2024-10-29
C006976,2024-03-08,VIP,Social Media,2.0,474.61,2025-08-09
C006977,2025-05-15,Returning,Social Media,1.0,557.04,2023-12-24
C006978,2024-03-26,Returning,Paid Search,3.0,1682.59,2025-06-26
C006979,2025-02-07,New,Organic Search,0.0,0.0,
C006980,2025-09-18,New,Direct,0.0,0.0,
C006981,2024-09-09,New,Organic Search,1.0,151.2,2025-04-30
C006982,2025-06-23,New,Email Marketing,0.0,0.0,
C006983,2024-11-03,Returning,Organic Search,0.0,0.0,
C006984,2024-12-17,New,Email Marketing,1.0,121.92,2022-04-20
C006985,2024-11-15,Returning,Paid Search,3.0,3577.5,2025-02-02
C006986,2025-07-13,New,Paid Search,0.0,0.0,
C006987,2025-01-10,Returning,Direct,0.0,0.0,
C006988,2025-08-29,New,Paid Search,0.0,0.0,
C006989,2024-10-02,Returning,Direct,1.0,756.43,2024-11-06
C006990,2025-09-07,Returning,Paid Search,0.0,0.0,
C006991,2025-01-27,Returning,Email Marketing,0.0,0.0,
C006992,2023-08-10,Returning,Email Marketing,9.0,6918.42,2025-02-25
C006993,2025-06-10,New,Email Marketing,0.0,0.0,
C006994,2023-02-23,New,Organic Search,16.0,8020.27,2025-08-24
C006995,2025-06-01,Returning,Social Media,0.0,0.0,
C006996,2025-07-20,Returning,Direct,1.0,1151.96,2022-02-21
C006997,2024-07-09,Returning,Paid Search,1.0,1278.36,2025-07-10
C006998,2024-09-18,VIP,Referral,0.0,0.0,
C006999,2024-07-06,Returning,Referral,0.0,0.0,
C007000,2024-12-18,VIP,Organic Search,0.0,0.0,
C007001,2024-06-11,New,Paid Search,2.0,999.37,2024-04-29
C007002,2025-06-16,VIP,Direct,0.0,0.0,
C007003,2023-08-10,Returning,Organic Search,6.0,2958.24,2025-06-01
C007004,2025-09-25,Returning,Referral,0.0,0.0,
C007005,2024-10-01,VIP,Email Marketing,0.0,0.0,
C007006,2025-06-05,Returning,Organic Search,0.0,0.0,
C007007,2025-06-19,Returning,Social Media,0.0,0.0,
C007008,2025-09-16,Returning,Email Marketing,0.0,0.0,
C007009,2025-05-13,Returning,Email Marketing,0.0,0.0,
C007010,2025-09-16,Returning,Paid Search,0.0,0.0,
C007011,2025-07-31,Returning,Paid Search,0.0,0.0,
C007012,2025-06-22,Returning,Organic Search,1.0,144.16,2022-02-22
C007013,2025-07-19,Returning,Paid Search,0.0,0.0,
C007014,2025-07-14,Returning,Social Media,0.0,0.0,
C007015,2023-07-21,VIP,Social Media,12.0,8111.79,2025-05-31
C007016,2024-10-19,Returning,Direct,0.0,0.0,
C007017,2025-08-27,New,Direct,0.0,0.0,
C007018,2025-04-22,New,Direct,1.0,1388.82,2024-03-09
C007019,2025-04-24,Returning,Organic Search,0.0,0.0,
C007020,2025-06-07,Returning,Paid Search,0.0,0.0,
C007021,2025-02-13,Returning,Organic Search,0.0,0.0,
C007022,2025-05-21,Returning,Email Marketing,0.0,0.0,
C007023,2025-03-06,Returning,Direct,0.0,0.0,
C007024,2025-02-04,New,Referral,1.0,777.72,2024-07-16
C007025,2024-03-21,Returning,Organic Search,2.0,2662.11,2024-04-02
C007026,2025-09-23,Returning,Email Marketing,0.0,0.0,
C007027,2024-01-20,New,Paid Search,2.0,1947.36,2024-05-08
C007028,2024-09-05,New,Social Media,0.0,0.0,
C007029,2024-09-16,Returning,Paid Search,0.0,0.0,
C007030,2024-11-28,New,Direct,0.0,0.0,
C007031,2023-01-02,Returning,Email Marketing,23.0,15557.14,2025-09-20
C007032,2024-11-21,Returning,Direct,0.0,0.0,
C007033,2025-06-15,New,Paid Search,0.0,0.0,
C007034,2024-05-03,New,Social Media,2.0,2528.39,2023-11-09
C007035,2024-10-13,Returning,Referral,2.0,1607.98,2023-08-26
C007036,2025-01-19,Returning,Social Media,0.0,0.0,
C007037,2024-04-08,VIP,Direct,1.0,956.99,2024-09-30
C007038,2023-05-27,New,Paid Search,11.0,5650.67,2025-01-10
C007039,2023-04-23,New,Email Marketing,11.0,7222.07,2025-04-14
C007040,2025-03-20,VIP,Email Marketing,0.0,0.0,
C007041,2023-03-02,New,Email Marketing,18.0,16429.16,2025-07-30
C007042,2024-09-16,New,Paid Search,4.0,1413.22,2024-03-14
C007043,2023-01-02,New,Referral,24.0,21159.51,2025-09-21
C007044,2024-11-11,Returning,Paid Search,0.0,0.0,
C007045,2023-06-05,Returning,Paid Search,11.0,4799.59,2025-04-07
C007046,2025-04-02,VIP,Social Media,0.0,0.0,
C007047,2023-10-21,Returning,Referral,10.0,9011.12,2025-01-31
C007048,2025-07-13,Returning,Referral,0.0,0.0,
C007049,2025-09-20,New,Referral,0.0,0.0,
C007050,2025-04-03,VIP,Email Marketing,1.0,949.56,2025-06-17
C007051,2024-08-03,Returning,Organic Search,0.0,0.0,
C007052,2025-06-19,New,Social Media,0.0,0.0,
C007053,2025-01-19,Returning,Email Marketing,0.0,0.0,
C007054,2023-09-28,Returning,Paid Search,4.0,2182.02,2024-07-17
C007055,2025-04-10,Returning,Organic Search,0.0,0.0,
C007056,2024-08-31,New,Referral,0.0,0.0,
C007057,2025-08-11,Returning,Paid Search,0.0,0.0,
C007058,2025-09-20,VIP,Referral,0.0,0.0,
C007059,2024-07-23,VIP,Email Marketing,1.0,2284.15,2023-02-14
C007060,2024-09-13,Returning,Direct,1.0,674.58,2024-01-07
C007061,2025-04-03,New,Social Media,0.0,0.0,
C007062,2025-08-27,VIP,Paid Search,0.0,0.0,
C007063,2025-02-26,Returning,Referral,1.0,561.28,2025-06-26
C007064,2025-05-07,New,Social Media,0.0,0.0,
C007065,2024-05-03,Returning,Paid Search,5.0,2849.2,2024-03-10
C007066,2024-09-17,New,Paid Search,0.0,0.0,
C007067,2025-05-27,New,Referral,1.0,132.32,2022-02-07
C007068,2025-03-14,New,Referral,0.0,0.0,
C007069,2023-04-07,New,Paid Search,12.0,9755.1,2025-03-11
C007070,2023-01-02,New,Email Marketing,25.0,23025.74,2025-08-22
C007071,2024-10-12,New,Email Marketing,1.0,184.79,2022-05-03
C007072,2024-08-27,VIP,Social Media,0.0,0.0,
C007073,2024-05-11,Returning,Referral,0.0,0.0,
C007074,2025-03-26,Returning,Paid Search,2.0,2356.79,2025-03-04
C007075,2025-04-17,New,Paid Search,1.0,258.07,2022-10-13
C007076,2024-04-04,VIP,Email Marketing,1.0,788.44,2024-07-24
C007077,2025-01-11,Returning,Referral,0.0,0.0,
C007078,2023-01-02,VIP,Referral,25.0,12486.22,2025-07-17
C007079,2025-03-21,New,Referral,0.0,0.0,
C007080,2025-09-27,VIP,Paid Search,0.0,0.0,
C007081,2023-01-02,New,Organic Search,27.0,16775.04,2025-08-22
C007082,2024-08-16,New,Paid Search,3.0,2140.36,2025-04-29
C007083,2025-06-27,New,Direct,0.0,0.0,
C007084,2023-11-22,VIP,Direct,6.0,2755.28,2024-12-09
C007085,2023-01-02,Returning,Organic Search,22.0,16082.74,2025-06-30
C007086,2025-07-14,Returning,Social Media,0.0,0.0,
C007087,2025-04-16,Returning,Social Media,0.0,0.0,
C007088,2023-05-07,Returning,Paid Search,17.0,11378.59,2025-07-29
C007089,2025-08-18,New,Direct,1.0,1149.78,2024-09-23
C007090,2025-01-14,Returning,Paid Search,0.0,0.0,
C007091,2025-02-13,New,Referral,0.0,0.0,
C007092,2024-09-25,New,Paid Search,1.0,196.84,2025-06-03
C007093,2023-11-15,New,Organic Search,8.0,8730.98,2025-09-16
C007094,2025-09-15,Returning,Paid Search,0.0,0.0,
C007095,2025-07-09,New,Referral,1.0,224.08,2024-06-12
C007096,2025-06-08,Returning,Email Marketing,0.0,0.0,
C007097,2023-01-02,New,Email Marketing,25.0,21025.5,2025-09-07
C007098,2023-03-03,New,Organic Search,17.0,17489.6,2025-09-04
C007099,2025-04-29,Returning,Email Marketing,0.0,0.0,
C007100,2023-01-02,Returning,Direct,34.0,14998.51,2025-08-30
C007101,2023-01-02,Returning,Social Media,18.0,14089.57,2025-09-07
C007102,2024-05-06,Returning,Social Media,0.0,0.0,
C007103,2025-04-07,New,Paid Search,0.0,0.0,
C007104,2024-05-20,Returning,Referral,1.0,185.29,2022-04-13
C007105,2024-12-06,Returning,Social Media,0.0,0.0,
C007106,2024-03-10,Returning,Referral,6.0,5519.22,2023-12-01
C007107,2023-01-02,Returning,Referral,29.0,19099.8,2025-08-31
C007108,2023-06-22,New,Social Media,12.0,13213.08,2025-08-25
C007109,2025-02-13,New,Social Media,0.0,0.0,
C007110,2024-09-23,New,Referral,0.0,0.0,
C007111,2023-01-02,Returning,Email Marketing,22.0,14022.23,2025-08-09
C007112,2025-06-03,New,Organic Search,0.0,0.0,
C007113,2025-04-05,Returning,Organic Search,2.0,1201.33,2023-06-28
C007114,2024-06-25,Returning,Direct,0.0,0.0,
C007115,2025-09-25,VIP,Email Marketing,0.0,0.0,
C007116,2025-05-27,VIP,Social Media,0.0,0.0,
C007117,2024-10-24,Returning,Direct,1.0,258.98,2023-05-15
C007118,2024-07-17,Returning,Social Media,1.0,1377.69,2023-12-03
C007119,2023-12-09,New,Social Media,3.0,2083.31,2025-07-27
C007120,2025-07-10,New,Paid Search,0.0,0.0,
C007121,2024-08-15,New,Social Media,1.0,772.24,2025-08-24
C007122,2024-12-08,New,Social Media,0.0,0.0,
C007123,2025-06-16,Returning,Organic Search,0.0,0.0,
C007124,2023-01-02,New,Email Marketing,28.0,20704.22,2025-09-19
C007125,2023-06-04,New,Email Marketing,10.0,6500.75,2025-05-22
C007126,2024-06-09,Returning,Referral,3.0,2025.55,2025-09-19
C007127,2025-01-02,New,Direct,1.0,974.72,2023-10-07
C007128,2024-12-16,Returning,Paid Search,0.0,0.0,
C007129,2025-04-04,Returning,Email Marketing,2.0,935.48,2023-05-29
C007130,2023-03-25,Returning,Paid Search,24.0,22432.62,2025-06-01
C007131,2025-09-21,Returning,Organic Search,0.0,0.0,
C007132,2024-08-12,Returning,Social Media,2.0,1241.37,2025-08-15
C007133,2024-06-05,Returning,Direct,1.0,126.94,2024-05-26
C007134,2024-11-30,New,Social Media,2.0,477.01,2025-02-22
C007135,2025-05-07,Returning,Email Marketing,0.0,0.0,
C007136,2024-11-28,Returning,Referral,0.0,0.0,
C007137,2023-09-28,New,Email Marketing,5.0,7867.62,2025-05-26
C007138,2024-04-22,VIP,Social Media,3.0,2279.49,2025-02-22
C007139,2025-03-12,VIP,Direct,1.0,186.2,2023-02-09
C007140,2025-08-12,Returning,Direct,1.0,484.39,2023-10-13
C007141,2024-01-28,Returning,Referral,4.0,2204.36,2024-06-27
C007142,2023-09-10,New,Organic Search,8.0,4056.81,2025-05-30
C007143,2025-07-27,New,Paid Search,2.0,4006.31,2024-07-31
C007144,2025-04-16,Returning,Organic Search,0.0,0.0,
C007145,2025-05-23,New,Social Media,0.0,0.0,
C007146,2025-07-11,VIP,Email Marketing,0.0,0.0,
C007147,2024-06-03,New,Paid Search,0.0,0.0,
C007148,2023-09-04,VIP,Referral,5.0,4129.31,2025-04-04
C007149,2024-06-12,Returning,Email Marketing,1.0,1200.61,2025-05-02
C007150,2025-08-05,VIP,Social Media,0.0,0.0,
C007151,2024-03-02,New,Paid Search,1.0,180.42,2024-07-05
C007152,2025-09-19,Returning,Direct,1.0,1118.72,2024-05-06
C007153,2023-01-02,VIP,Email Marketing,20.0,12691.6,2025-09-22
C007154,2024-06-13,New,Referral,0.0,0.0,
C007155,2024-02-17,Returning,Organic Search,0.0,0.0,
C007156,2025-08-04,Returning,Paid Search,0.0,0.0,
C007157,2025-04-20,VIP,Organic Search,0.0,0.0,
C007158,2025-07-31,New,Email Marketing,0.0,0.0,
C007159,2024-12-08,Returning,Email Marketing,2.0,2048.22,2025-02-03
C007160,2025-09-12,New,Email Marketing,0.0,0.0,
C007161,2024-05-08,Returning,Social Media,3.0,1797.48,2024-01-24
C007162,2025-01-22,VIP,Social Media,0.0,0.0,
C007163,2025-06-23,New,Direct,0.0,0.0,
C007164,2023-03-15,Returning,Paid Search,11.0,9567.58,2025-09-24
C007165,2025-03-21,Returning,Direct,0.0,0.0,
C007166,2025-07-26,New,Email Marketing,1.0,147.82,2025-01-13
C007167,2025-04-28,Returning,Email Marketing,0.0,0.0,
C007168,2025-06-22,VIP,Direct,0.0,0.0,
C007169,2025-06-23,VIP,Direct,0.0,0.0,
C007170,2024-02-14,Returning,Social Media,5.0,7364.93,2025-05-17
C007171,2025-07-31,Returning,Social Media,0.0,0.0,
C007172,2023-10-17,New,Direct,8.0,4788.6,2025-09-07
C007173,2024-04-22,Returning,Paid Search,4.0,2601.44,2024-07-26
C007174,2025-06-11,Returning,Email Marketing,0.0,0.0,
C007175,2023-12-20,VIP,Referral,1.0,1016.17,2024-05-14
C007176,2023-06-26,Returning,Referral,19.0,13384.35,2025-07-16
C007177,2025-03-02,Returning,Organic Search,0.0,0.0,
C007178,2025-05-01,New,Referral,0.0,0.0,
C007179,2025-09-26,VIP,Social Media,0.0,0.0,
C007180,2025-09-08,VIP,Direct,0.0,0.0,
C007181,2023-01-02,New,Referral,38.0,18110.47,2025-08-24
C007182,2025-06-28,VIP,Paid Search,0.0,0.0,
C007183,2023-09-26,New,Referral,6.0,4839.7,2025-09-21
C007184,2025-09-05,New,Email Marketing,0.0,0.0,
C007185,2023-06-03,Returning,Direct,6.0,2919.18,2024-10-27
C007186,2025-01-11,Returning,Organic Search,1.0,171.4,2025-09-05
C007187,2025-03-06,Returning,Social Media,1.0,519.33,2022-11-07
C007188,2024-09-16,Returning,Direct,1.0,820.54,2023-06-04
C007189,2023-01-02,Returning,Paid Search,32.0,21614.79,2025-08-23
C007190,2024-12-24,New,Paid Search,0.0,0.0,
C007191,2023-01-02,New,Email Marketing,33.0,22079.94,2025-07-23
C007192,2023-12-10,New,Organic Search,2.0,580.13,2023-09-25
C007193,2025-06-25,New,Organic Search,0.0,0.0,
C007194,2023-06-22,New,Paid Search,8.0,4510.66,2025-09-10
C007195,2025-09-07,VIP,Referral,0.0,0.0,
C007196,2023-08-26,New,Email Marketing,10.0,6404.17,2025-08-30
C007197,2025-06-05,New,Email Marketing,0.0,0.0,
C007198,2024-04-04,New,Email Marketing,1.0,244.48,2025-07-04
C007199,2025-07-31,New,Organic Search,0.0,0.0,
C007200,2024-06-18,Returning,Email Marketing,2.0,565.37,2024-12-29
C007201,2025-04-04,New,Referral,0.0,0.0,
C007202,2025-05-28,Returning,Direct,0.0,0.0,
C007203,2025-09-24,VIP,Email Marketing,0.0,0.0,
C007204,2024-05-12,New,Direct,1.0,1076.76,2023-12-09
C007205,2025-02-26,Returning,Paid Search,0.0,0.0,
C007206,2025-05-11,VIP,Organic Search,0.0,0.0,
C007207,2023-07-11,Returning,Organic Search,10.0,5259.87,2025-08-13
C007208,2024-11-02,Returning,Organic Search,0.0,0.0,
C007209,2025-04-24,New,Referral,0.0,0.0,
C007210,2025-01-19,Returning,Email Marketing,0.0,0.0,
C007211,2025-02-15,Returning,Organic Search,0.0,0.0,
C007212,2023-08-28,Returning,Paid Search,9.0,4849.62,2025-07-09
C007213,2025-04-29,Returning,Referral,0.0,0.0,
C007214,2025-09-22,New,Social Media,0.0,0.0,
C007215,2024-12-23,Returning,Social Media,2.0,760.38,2022-09-05
C007216,2023-04-28,VIP,Referral,14.0,18810.04,2025-09-21
C007217,2024-08-07,VIP,Paid Search,1.0,268.82,2024-11-28
C007218,2025-08-08,New,Email Marketing,0.0,0.0,
C007219,2025-01-23,Returning,Organic Search,1.0,417.65,2025-04-29
C007220,2023-12-12,New,Email Marketing,3.0,2433.75,2023-11-04
C007221,2024-08-20,VIP,Referral,0.0,0.0,
C007222,2023-01-02,Returning,Social Media,20.0,12000.54,2025-07-19
C007223,2025-06-11,New,Organic Search,0.0,0.0,
C007224,2025-09-18,Returning,Referral,0.0,0.0,
C007225,2025-04-25,VIP,Direct,0.0,0.0,
C007226,2024-09-14,New,Email Marketing,0.0,0.0,
C007227,2025-03-07,VIP,Social Media,1.0,184.84,2025-09-01
C007228,2025-07-13,New,Organic Search,0.0,0.0,
C007229,2024-02-04,Returning,Social Media,3.0,1602.41,2025-05-03
C007230,2025-03-31,Returning,Email Marketing,0.0,0.0,
C007231,2024-11-21,VIP,Referral,1.0,899.57,2023-04-01
C007232,2025-06-15,New,Paid Search,0.0,0.0,
C007233,2024-08-06,Returning,Email Marketing,1.0,547.97,2023-06-19
C007234,2023-10-30,Returning,Referral,0.0,0.0,
C007235,2025-03-27,Returning,Organic Search,0.0,0.0,
C007236,2024-10-08,VIP,Social Media,2.0,1372.97,2023-01-23
C007237,2025-09-17,Returning,Referral,0.0,0.0,
C007238,2025-08-31,New,Organic Search,0.0,0.0,
C007239,2025-05-25,VIP,Organic Search,0.0,0.0,
C007240,2025-08-11,Returning,Email Marketing,0.0,0.0,
C007241,2025-06-24,New,Email Marketing,0.0,0.0,
C007242,2024-11-08,New,Social Media,0.0,0.0,
C007243,2024-02-12,Returning,Paid Search,2.0,3047.27,2025-04-19
C007244,2024-01-22,New,Referral,3.0,1279.0,2024-05-07
C007245,2025-07-05,New,Direct,0.0,0.0,
C007246,2025-07-29,Returning,Email Marketing,0.0,0.0,
C007247,2024-09-08,New,Email Marketing,0.0,0.0,
C007248,2025-04-04,New,Organic Search,0.0,0.0,
C007249,2025-02-07,New,Paid Search,0.0,0.0,
C007250,2024-06-22,Returning,Organic Search,2.0,3027.58,2025-01-17
C007251,2023-01-02,Returning,Organic Search,33.0,23977.7,2025-09-23
C007252,2024-08-06,Returning,Social Media,0.0,0.0,
C007253,2025-07-14,VIP,Paid Search,0.0,0.0,
C007254,2023-06-28,Returning,Email Marketing,16.0,11006.44,2025-05-07
C007255,2024-07-26,New,Email Marketing,1.0,89.97,2024-06-13
C007256,2024-05-23,Returning,Social Media,0.0,0.0,
C007257,2023-02-25,Returning,Email Marketing,21.0,19835.11,2025-09-18
C007258,2025-07-02,New,Referral,0.0,0.0,
C007259,2024-09-16,Returning,Direct,2.0,2526.23,2023-09-01
C007260,2025-02-01,Returning,Social Media,0.0,0.0,
C007261,2025-03-09,New,Email Marketing,1.0,3442.12,2025-06-15
C007262,2024-11-23,New,Social Media,0.0,0.0,
C007263,2025-08-15,New,Paid Search,0.0,0.0,
C007264,2024-10-19,Returning,Email Marketing,1.0,411.35,2025-08-18
C007265,2025-03-08,Returning,Social Media,0.0,0.0,
C007266,2025-09-25,VIP,Referral,0.0,0.0,
C007267,2024-09-09,New,Email Marketing,0.0,0.0,
C007268,2024-07-23,New,Social Media,1.0,163.89,2025-09-07
C007269,2023-01-02,New,Organic Search,26.0,28176.47,2025-03-27
C007270,2025-08-13,New,Referral,0.0,0.0,
C007271,2025-02-02,New,Email Marketing,0.0,0.0,
C007272,2025-01-27,Returning,Direct,0.0,0.0,
C007273,2024-11-06,Returning,Referral,0.0,0.0,
C007274,2024-06-21,New,Direct,0.0,0.0,
C007275,2024-04-02,New,Paid Search,0.0,0.0,
C007276,2025-06-23,New,Organic Search,0.0,0.0,
C007277,2025-06-27,Returning,Referral,0.0,0.0,
C007278,2025-08-26,New,Direct,0.0,0.0,
C007279,2024-05-31,Returning,Email Marketing,4.0,5345.61,2024-12-17
C007280,2025-05-11,New,Referral,0.0,0.0,
C007281,2024-05-08,New,Direct,1.0,912.81,2023-02-25
C007282,2024-12-02,Returning,Organic Search,1.0,379.96,2023-12-06
C007283,2025-02-06,VIP,Direct,0.0,0.0,
C007284,2025-07-29,New,Social Media,1.0,957.54,2023-09-05
C007285,2025-07-07,New,Referral,0.0,0.0,
C007286,2024-08-27,Returning,Referral,0.0,0.0,
C007287,2025-04-19,VIP,Referral,0.0,0.0,
C007288,2025-02-04,New,Social Media,1.0,243.85,2023-07-02
C007289,2025-09-09,New,Paid Search,0.0,0.0,
C007290,2023-01-02,New,Organic Search,24.0,11230.76,2025-09-25
C007291,2025-02-01,VIP,Referral,0.0,0.0,
C007292,2024-02-25,Returning,Organic Search,2.0,465.43,2023-11-24
C007293,2024-12-31,New,Social Media,0.0,0.0,
C007294,2025-01-09,Returning,Social Media,1.0,387.97,2023-07-01
C007295,2025-07-16,Returning,Referral,0.0,0.0,
C007296,2024-09-08,Returning,Organic Search,1.0,597.69,2024-08-15
C007297,2023-01-02,Returning,Email Marketing,32.0,20849.11,2025-09-13
C007298,2025-03-22,Returning,Paid Search,0.0,0.0,
C007299,2025-08-08,Returning,Paid Search,1.0,280.61,2024-12-18
C007300,2025-05-19,New,Paid Search,0.0,0.0,
C007301,2025-01-30,Returning,Organic Search,0.0,0.0,
C007302,2023-06-10,Returning,Email Marketing,13.0,9576.5,2025-09-16
C007303,2024-11-12,New,Direct,1.0,465.87,2025-08-27
C007304,2025-03-07,New,Paid Search,1.0,299.35,2024-03-19
C007305,2025-06-19,Returning,Direct,0.0,0.0,
C007306,2025-06-12,New,Paid Search,0.0,0.0,
C007307,2023-09-16,Returning,Email Marketing,4.0,1661.24,2024-02-27
C007308,2025-04-16,New,Paid Search,0.0,0.0,
C007309,2025-04-07,Returning,Organic Search,0.0,0.0,
C007310,2024-11-07,New,Direct,1.0,194.69,2024-09-30
C007311,2025-07-22,VIP,Social Media,0.0,0.0,
C007312,2025-07-05,Returning,Referral,2.0,1147.73,2025-09-04
C007313,2024-10-31,New,Organic Search,0.0,0.0,
C007314,2025-09-27,New,Paid Search,0.0,0.0,
C007315,2025-09-22,VIP,Email Marketing,0.0,0.0,
C007316,2025-07-29,Returning,Organic Search,0.0,0.0,
C007317,2025-01-30,VIP,Direct,1.0,162.46,2023-03-21
C007318,2025-02-18,Returning,Social Media,0.0,0.0,
C007319,2023-01-02,VIP,Organic Search,33.0,24269.77,2025-09-16
C007320,2025-09-13,Returning,Direct,0.0,0.0,
C007321,2025-04-11,VIP,Social Media,0.0,0.0,
C007322,2024-07-31,New,Direct,0.0,0.0,
C007323,2025-08-09,Returning,Direct,0.0,0.0,
C007324,2025-05-02,Returning,Referral,0.0,0.0,
C007325,2025-03-31,New,Email Marketing,0.0,0.0,
C007326,2024-10-29,Returning,Email Marketing,0.0,0.0,
C007327,2025-08-12,Returning,Referral,0.0,0.0,
C007328,2025-03-25,New,Referral,0.0,0.0,
C007329,2024-01-02,VIP,Referral,2.0,435.63,2024-07-05
C007330,2025-02-12,Returning,Email Marketing,0.0,0.0,
C007331,2025-01-23,Returning,Referral,1.0,1270.13,2023-03-23
C007332,2024-07-16,New,Direct,2.0,984.1,2024-06-06
C007333,2025-02-13,Returning,Organic Search,0.0,0.0,
C007334,2025-07-21,New,Referral,0.0,0.0,
C007335,2025-05-24,Returning,Organic Search,0.0,0.0,
C007336,2024-07-26,Returning,Organic Search,0.0,0.0,
C007337,2025-03-18,New,Email Marketing,1.0,1341.45,2023-08-15
C007338,2025-02-20,VIP,Email Marketing,0.0,0.0,
C007339,2025-08-16,New,Organic Search,0.0,0.0,
C007340,2025-08-29,VIP,Organic Search,1.0,143.09,2025-04-25
C007341,2025-05-06,New,Referral,0.0,0.0,
C007342,2023-01-02,Returning,Email Marketing,23.0,16175.89,2025-07-21
C007343,2025-05-16,New,Direct,0.0,0.0,
C007344,2025-05-13,Returning,Referral,0.0,0.0,
C007345,2024-08-14,New,Paid Search,2.0,2846.33,2025-07-22
C007346,2025-05-07,New,Direct,1.0,659.64,2024-04-25
C007347,2025-01-24,New,Paid Search,2.0,377.85,2025-04-28
C007348,2025-04-16,VIP,Paid Search,0.0,0.0,
C007349,2025-09-19,VIP,Paid Search,0.0,0.0,
C007350,2025-06-20,Returning,Social Media,0.0,0.0,
C007351,2025-05-08,Returning,Organic Search,1.0,2384.59,2022-07-04
C007352,2025-02-20,Returning,Direct,0.0,0.0,
C007353,2025-09-22,Returning,Email Marketing,0.0,0.0,
C007354,2024-12-05,Returning,Social Media,0.0,0.0,
C007355,2024-10-18,New,Paid Search,2.0,1597.66,2023-04-11
C007356,2025-07-29,Returning,Paid Search,0.0,0.0,
C007357,2024-10-23,Returning,Social Media,0.0,0.0,
C007358,2025-05-24,Returning,Referral,0.0,0.0,
C007359,2025-04-28,VIP,Organic Search,1.0,760.74,2022-02-27
C007360,2024-05-15,Returning,Direct,1.0,1947.39,2022-06-05
C007361,2025-06-17,Returning,Email Marketing,0.0,0.0,
C007362,2023-12-06,Returning,Referral,2.0,654.69,2025-05-07
C007363,2025-01-25,New,Referral,0.0,0.0,
C007364,2023-06-21,New,Paid Search,12.0,9807.09,2025-09-25
C007365,2024-08-13,New,Direct,0.0,0.0,
C007366,2025-06-15,New,Referral,0.0,0.0,
C007367,2025-01-20,New,Email Marketing,0.0,0.0,
C007368,2023-07-01,Returning,Direct,4.0,1107.45,2024-08-29
C007369,2024-08-17,New,Referral,0.0,0.0,
C007370,2025-07-15,Returning,Direct,0.0,0.0,
C007371,2023-10-27,Returning,Social Media,5.0,1142.0,2025-07-03
C007372,2025-05-11,New,Social Media,0.0,0.0,
C007373,2025-05-26,New,Social Media,0.0,0.0,
C007374,2025-04-24,Returning,Referral,0.0,0.0,
C007375,2023-10-14,Returning,Referral,9.0,7875.45,2025-08-30
C007376,2024-11-08,Returning,Direct,1.0,145.47,2023-05-28
